time_h,aguda,doble,normal,bg_01,bg_02,bg_03,bg_04,bg_05,bg_06,bg_07,bg_08,bg_09,bg_10,bg_11,bg_12,bg_13,bg_14,bg_15,bg_16,bg_17,bg_18,bg_19,bg_20,bg_21,bg_22,bg_23,bg_24,bg_25,bg_26,bg_27,bg_28,bg_29,bg_30,bg_31,bg_32,bg_33,bg_34,bg_35,bg_36,bg_37,bg_38,bg_39,bg_40,bg_41,bg_42,bg_43,bg_44,bg_45,bg_46,bg_47,bg_48,bg_49,bg_50
0.9333,66.89707168107402,59.848671998499746,62.0989179247035,41.998765733737415,66.33681262948596,57.41987082118065,57.30459584762346,66.62966953357781,61.459824048676246,65.80636589375383,46.93884369909675,58.865606515942844,65.45087964916672,45.44428929263248,59.1062387572967,47.19503794868643,49.8336179796095,62.75476131820185,53.20330578083379,59.87717338684698,53.199796565665594,58.21166517063358,59.93381246910496,52.59655579475428,53.162298660447874,58.95809871031494,64.9273242230961,57.19914209609688,59.86801233800882,63.45934845303055,51.88136209598193,55.460249007405665,65.62923472782373,66.2348115660006,54.18259783896839,54.70276589764272,52.87763079271108,60.05324605395063,63.33104495642782,66.84821523038374,59.0390408729792,57.535079473375156,57.50044064603124,54.04849211736976,56.93902475558467,67.30773130705565,69.07633396283171,61.11746517927968,62.3510415707766,56.68941395363407,66.79358490908668,53.56365510416015,58.035566423655766
1.0,66.21875,58.5,61.0,40.939504749775,65.59308096351916,56.10419533284085,55.76288440572975,65.95988192093579,60.2549812956658,65.0393125998554,46.024616082074225,57.43127669612231,64.64453532149176,44.82023673351236,57.70675293782064,45.643529251287205,49.11612563894636,61.62340749847448,51.574602492447596,58.691165872393746,52.8323948044491,56.9853071196316,58.52146856039106,51.16061541284684,51.27384886309318,57.54619824801055,64.08133181926756,55.942141977343006,58.571652900779476,62.54683183455639,50.09245713245109,54.06605429300228,64.84835568697895,65.48156956260092,52.479857463316904,53.06046298709261,51.45339066313051,58.74981290572117,62.23682687192148,66.16786445437053,57.674040231583255,56.02494441625644,56.27756550967092,53.75606078295294,55.83006648394863,66.6921324998398,68.6937367887931,60.00493590582188,61.31666890343972,55.7918094209665,66.10599559850806,51.635856623869714,56.69271838056398
1.0667,65.50956414455096,57.15132800150025,59.9010820752965,40.506233878105604,64.81759544302072,54.87193727351736,54.24580015128326,65.26976535858458,59.040491324852596,64.25030719266205,45.625199504427094,56.00341262372349,63.816284169540026,45.08291893238537,56.315976027002264,44.4232951705074,48.90064875115269,60.46304262361624,50.07204080170377,57.54913246376046,53.2378085086133,55.842762519968375,57.08896518234043,49.92252724581263,49.4411839293126,56.144117032292705,63.21852229549328,54.79149016924663,57.2891241137471,61.64407700125099,48.425977479189584,52.79359309102044,64.04713294937643,64.69707291833076,50.85288087142048,51.49466939646215,50.22162769720333,57.452592122136664,61.10620191850259,65.45758507526125,56.329312214816476,54.54108937712371,55.16122724827784,54.179434766921716,54.87623082027281,66.05039605166898,68.29512145847771,58.918686083204804,60.29237633548099,55.11523524562921,65.38815370335067,49.740713312696656,55.406956309261304
1.1333,64.77269972351154,55.81666300299975,58.8135772617035,41.28391920217319,64.01410976352118,53.74719154331149,52.77243435479154,64.56373415689015,57.8276610612207,63.444571199825106,46.136501910618506,54.5977194045374,62.97176145166651,45.72574507271801,54.949531735792014,43.59187221391433,49.361056083356786,59.28178910673832,48.72830891460531,56.46888932853162,53.8227890092259,54.80724816020377,55.64844985775957,48.92194427154287,47.69089226048318,54.76774654746914,62.345579107461425,53.77353948205361,56.03561906817308,60.76178176560503,46.915810472193606,51.67256686370955,63.23113275165159,63.88523652306679,49.32882591203078,50.03200850731301,49.22120125517097,56.17589766276736,59.94598204643948,64.72070076027697,55.021568316427405,53.102484352844975,54.17744783606807,54.666966821438294,54.10843183025252,65.3856471560709,67.88245861350391,57.87355619432968,59.29016705085248,54.69665158896278,64.64341755765437,47.9023300795679,54.19936480745723
1.2,64.008,54.504,57.744,42.150624634238184,63.18273451219933,52.749049151922286,51.35525996505505,63.843007066397334,56.622326998570976,62.6236802517297,46.773767624412,53.22357503980443,62.112781847932176,46.35415021644046,53.616895149092684,43.20330007241869,49.812957470754,58.08242665174654,47.57013674973574,55.463419638320445,54.390368123152626,53.89737917847379,54.20556618964061,48.19416065241769,46.041719879014295,53.4267857715534,61.46524092780082,52.9101370839263,54.82069480399832,59.906676954925935,45.589132666469936,50.727718660135494,62.402230403725966,63.04629491672024,47.9280421159104,48.69257249195641,48.48660855759018,54.928297268185446,58.75772569885462,63.95719344268789,53.761644488753575,51.721638837639546,53.34789767118883,55.141863214481376,53.55424130938803,64.69799704874467,67.45584804623267,56.87969862954377,58.31753733356558,54.614996634695544,63.87176815003666,46.13655530699299,53.085631664584035
1.2667,63.218608936988474,53.22737300600025,56.7037854122965,42.986412733900934,62.327181456805675,51.901780630109684,50.013443203717664,63.111975433835056,55.435802930535786,61.79283195589148,47.39533137907478,51.89672493517131,61.244957564590166,46.96752570372736,52.33373359400184,43.75696155561016,50.255838346210226,56.87304841625309,46.63047086983164,54.55064200911239,54.94022471349038,53.13654691368933,52.77245391362571,47.779212190445286,44.52039284011068,52.13717204064601,60.58417806242029,52.227851276040774,53.659595128555374,59.08949612815796,44.480086313129206,49.98899571373929,61.565971377335956,62.184122145235264,46.6778570188296,47.50315454258816,48.05708193564642,53.72414212255907,57.548201591662114,63.17034685877849,52.56631584459012,50.41760010483749,52.6988138727148,55.60374823312726,53.24487313218397,63.990536479362646,67.01723939660423,55.95202318326955,57.38652912439959,55.050026856217045,63.07652344881161,44.46759095456545,52.086970532311035
1.3333,62.40781851594903,52.000600007499756,55.7041925987035,43.79119981667705,61.45130730507226,51.22875205693855,48.76569854199799,62.375092379124425,54.279289889461765,60.95728361167376,48.00068241972345,50.6326309788418,60.373953829569864,47.565344196543414,51.11541780698588,44.5460674716314,50.68923456371377,55.66180760000789,45.94094794625898,53.74791939081278,55.47212611168378,52.54724926634384,51.36119418826759,47.87557942271413,43.15287079763057,50.914534877957024,59.70906516154108,51.75216461021502,52.56724118402176,58.3207454993007,43.62150901631728,49.48510958780402,60.72794524569378,61.30273151967024,45.60469535444321,46.489648530040775,48.0868967579944,52.57752296648742,56.32430593575768,62.363584657987474,51.45197026451374,49.20895499002221,52.25535170829434,56.05231415714389,53.3532385473105,63.26647495643886,66.56865423010801,55.10504290442657,56.50893485344199,55.47354329720108,62.26114287026808,42.91905862724984,51.22390523394073
1.4,61.575250000000004,50.832,54.752,44.56846490913368,60.55500526137839,50.75041095008703,47.62517646964176,61.63348400460305,53.158793489938255,60.11852132288094,48.59201550991479,49.44109639506787,59.50150580035818,48.149751382759604,49.97186770329053,45.314261369807596,51.11462386202261,54.4513938549667,45.53026248908331,53.0690683499806,55.98820506468622,52.14944136470072,49.97751847121072,48.42428476091609,41.95904923232075,49.76903492312801,58.842634382137824,51.50655267509596,51.55367394757877,57.607496870456735,43.04253405689736,49.24265660497326,59.88996117477528,60.402148708373964,44.73026068743272,45.67349544006871,48.58353837016997,51.497398157069085,55.087405955693704,61.53667893008413,50.43002447659265,48.108903557711706,52.04080415039236,56.489254328326616,53.78339108579289,62.52574559967446,66.11008446426555,54.34950522723602,55.69262502396445,55.88708984472332,61.42539525757957,41.50767713069628,50.513158172128925
1.4667,60.72416297942597,49.73547201050025,53.8585327492965,45.31800320729657,59.64210146407254,50.490400153372406,46.610742466636516,60.89159549565191,52.08556429744655,59.28179645189739,49.168778401500035,48.33768458407195,58.633275236207936,48.72018121803423,48.918558754154446,46.06096028308189,51.53152186255727,53.24995960405306,45.58994022170673,52.53162732533467,56.488169574443766,51.965893445609865,48.633545007698714,48.96050990100481,40.96513348856732,48.716409811729164,57.99157135124046,51.71053430420208,50.633925238402426,56.960334424266264,42.77639669197397,49.579775640618706,59.057607443685754,59.48635820767129,44.08125963474636,45.080869162153704,49.06986543268428,50.49795148091691,53.844377325326974,60.693023272636204,49.51699643106315,47.13618567222195,52.40697267307864,56.91422306270814,54.2036206568564,61.77153295975346,65.6435366899855,53.700052336228175,54.94947811135057,56.29028809133369,60.57270964225515,40.257261305320085,49.97546915972838
1.5333,59.857928058386534,48.72448301199975,53.0347639357035,46.03973966256661,58.71652157492787,50.6986864185156,45.74050614604352,60.153873716988954,51.07056952220148,58.45234814728944,49.73049715361435,47.33743067175408,57.77489861370744,49.27614328604834,47.97042545731679,46.78569284812912,51.93949164976107,52.065603440334435,46.42516687324546,52.152287037369376,56.97180808393907,52.34085922327968,47.341154037741944,49.48376204218485,40.1961305245834,47.771840417514966,57.16246957001097,52.137949638048894,49.822464456700835,56.38944617297834,43.25008486353177,50.10997012160778,58.23643857902967,58.55943568024013,43.683047394328,44.7366035975832,49.54538563612577,49.592883079101966,52.60213245826368,59.83611169491434,48.72875114311715,46.30877786461189,52.98324260503216,57.32693723467867,54.61354781666721,61.00710241632211,65.17106532437242,53.17069046376372,54.29093399731387,56.68281504226182,59.706616594958646,39.190661041976064,49.63054056920157
1.6,58.976,47.80799999999999,52.288,46.73679428066472,57.778009531844965,51.28417425145557,45.02875165629059,59.42144225226122,50.12023975856965,57.63168083129876,50.279208336385665,46.45093019481071,56.928149009600446,49.81963304375148,47.138199086852666,47.49121934713952,52.33992426661568,50.901095750458865,47.23517420775797,51.94613547105308,57.44105982206149,52.87114305527149,46.10643398221433,49.995889573874095,39.67373317570588,46.94632241847076,56.35819936695447,52.55698266546421,49.130176102666795,55.90249810000958,43.91917366335069,50.62839452391405,57.42831436920628,57.62127006199123,43.61761745573663,44.8241309508655,50.01173648007922,48.79187668636328,51.36198347631999,58.9655656879583,48.07768462097944,45.64102505617795,53.54339062028055,57.72895484523539,55.0146269295651,60.232265860791756,64.6925905546202,52.77312085309204,53.72552099340507,57.06610161547866,58.82673266916763,38.32604238974969,49.49665076929395
1.6667,58.081726271863474,46.99962501500025,51.6293240862965,47.40898339252167,56.830471785609916,51.85356936780276,44.49381567684051,58.69875506074345,49.24563441438693,56.82504569866945,50.814399506421395,45.69338100332348,56.09867901522399,50.350124078550905,46.436979993898575,48.17700437009794,52.73236375199818,49.764562829340036,48.01952695134071,52.13772758906789,57.8956592856481,53.38712306057698,44.94134704167236,50.496368862672796,39.423302127375855,46.25520706127852,55.5853893466297,52.96717528240503,48.571700214434244,55.50979840843668,44.57269094513493,51.13454101420285,56.6388075175052,56.67592023006798,44.399669860588105,45.50278510866664,50.46840187113947,48.10878131120134,50.13084495337847,58.08485908823343,47.57985840011452,45.15113255898213,54.087039198087,58.11995783929503,55.40645375492861,59.450273201003974,64.21015785034996,52.52153869627404,53.264812315102674,57.43979709231495,57.93656803171212,37.686544659730664,49.90080771057737
1.7333,57.17852835082403,46.312312016499746,51.069291272703495,48.05623969423679,55.87786889387661,52.4064953882797,44.15297490372885,57.990207687192026,48.45735894824189,56.03760982466182,51.33563088340681,45.079207916172294,55.29203763490993,50.867160310759985,45.881083173223246,48.84261500635858,53.116398823254315,48.66396327004184,48.77791713958287,52.66769051787582,58.33541411363181,53.8884425817948,43.857437983295554,50.9847399588822,39.881991491719134,45.713039881879325,54.85047951754702,53.36811837537192,48.160874657356295,55.22109030549875,45.210053323283155,51.62796833322717,55.87337912073865,55.72748812920559,45.15904912258641,46.16351186604345,50.914919526437075,47.556739114602166,48.915577447838785,57.1975266424566,47.25041537811661,44.85623945631909,54.61389502950927,58.49968572013825,55.78867449501707,58.6644172438832,63.725836408025586,52.42926402653451,52.91975350123686,57.80360211213174,57.03969447975692,37.29395761851667,50.33845579343814
1.8,56.26575,45.756,50.616,48.68136122011955,54.91986364438769,52.94504238966214,44.022103261802236,57.29701132608017,47.762524793267225,55.27100379497281,51.84479224625372,44.62016587193098,54.510153306489656,51.372597484865764,45.482417786217574,49.49058636097054,53.49333891384545,47.60231898054688,49.513408055451926,53.18427710210352,58.76208757599615,54.37698204443696,42.86142129976433,51.46272803454694,40.60352446980824,45.332024973318,54.15662306692671,53.761198325394,47.90978704040839,55.04488716244527,45.833528320828464,52.1104417880047,55.13405635609835,54.775798102001204,45.89862868922234,46.80871809894764,51.35282707249104,47.146493970059154,47.7175740946148,56.30309848770948,47.10312934779289,44.949529334018344,55.12601136931689,58.86957196511378,56.16264521566073,57.8744455402591,63.23951082902503,52.862871943903784,52.69981426065616,58.15884288995593,56.13563613283168,37.23368071584429,50.768074464766855
1.8667,55.34679881430097,45.34383201950025,50.280159423296496,49.28418325497285,53.960408742206454,53.468786889988976,44.55861235930546,56.62358364581797,47.17187227015895,54.53042471419729,52.34140808729189,44.33090362582394,53.758610732469016,51.865946045196736,45.25552579967273,50.120426701372,53.862754812913735,46.58764473443791,50.22560446795635,53.687059763977786,59.17543826041463,54.852343689123,41.96496859265957,51.929844362727664,41.30127752981863,45.12694050503046,53.51031923326394,54.14598540139389,47.874460385139145,55.034782017734585,46.442493357706255,52.5814887616942,54.42633796787368,53.8249473368545,46.61782977009287,47.43781180600001,51.781639893052656,46.89139272740351,46.54372030969786,55.40509907696923,47.60005936850739,46.399936098075834,55.62304306849091,59.229323939776336,56.52798899831245,57.083644911276764,62.75324738942603,53.30864463023697,52.616120754424614,58.50519436985919,55.22795436521337,38.42649436083838,51.18917240456349
1.9333,54.42511939326153,45.08808702099975,50.071774609703496,49.86464544037429,53.00346558270711,53.977382685769946,45.13465954412885,55.974223806441955,46.69551715638503,53.82091366178055,52.82507032454407,44.2250521449945,53.042812724008,52.34678184460991,45.41482053404027,50.73173843271999,54.224259366879714,45.62767373145399,50.91422674379294,54.17568358514868,59.575291259996476,55.314198934808786,41.17915460204131,52.38565965490192,41.97503960035784,45.33784073170927,52.91778218882516,54.52209582857727,48.43026220073338,55.57431876705951,47.03640481947184,53.040698594858334,53.7555332399001,52.879027990995795,47.31617988401339,48.05028730676702,52.20092390043973,46.8043032221569,45.400756738364265,54.50707427201333,48.262447243286374,47.79246834669094,56.10472196879842,59.57870196767691,56.8843759579401,56.29530714728469,62.26911199279594,53.74338855774574,53.1520733987711,58.84237909598041,54.32023227269375,39.57530694607615,51.60130596494924
2.0,53.5,45.0,50.0,50.425257065311534,52.04868391979517,54.47275228421513,45.699452212451504,55.350320742768176,46.341507582833,53.14433523189278,53.297532526073816,44.8783453633161,52.36496052185646,52.81683069713598,46.14392661713944,51.32684985232872,54.57908518754066,44.72585018755468,51.582056359991995,54.65197446707647,59.96324985172037,55.76428017839906,40.51158900097364,52.83178407966007,42.62759096004599,45.91213498598261,52.38259266673045,54.89083012158139,48.974065341287975,56.09746861231855,47.61737564527153,53.48971417655049,53.12395350453085,51.937871952833035,47.99632154768532,48.648375708945395,52.61212293948372,47.534156681564,44.29029364445938,53.60852210073668,48.911336022821686,49.133453850205186,56.57292526213984,59.91902495510183,57.2330705057271,55.509172346239055,61.78698979920848,54.16865083859056,53.720448983647195,59.17162624171264,53.41196139660257,40.68506708535574,52.00587822187655
2.0667,52.574880606738475,45.623014568036425,50.887070690759614,50.96587041250008,51.10002865465076,54.954506155555585,46.25237118951328,54.75621076758378,46.12013685356466,52.50577851647057,53.758353457692664,45.54988417543875,51.73051221877368,53.275637323477305,46.85303675922596,51.90530934198877,54.92682824492293,43.88999196167054,52.22873444473649,55.11553818466721,60.33909452817736,56.20222097245141,39.97351823777324,53.26776148958804,43.2586358628614,46.47405912847421,51.911048195819106,55.251785164996775,49.50532180617754,56.60395639305112,48.18482569820219,53.92809566428032,52.53696516387058,51.00557865246,48.65772248644154,49.231528243566515,53.014781951262776,48.24286819451471,43.219119228166456,52.71298801024267,49.54603723342193,50.42282645470519,57.027337395398035,60.25002365649252,57.573721198538735,54.72853579873438,61.30894981894216,54.58400722818709,54.27168470946515,59.492634536077766,52.50672439078974,41.755465917147646,52.40242649889642
